Code DiDok;Désignation officielle;Désignation organisation commerciale;Moyen de transport;Canton;Commune;Numero Commune;Localité;Swiss Business Organisation ID;Commentaire OFT;Coordonnées E MN95;Coordonnées N MN95;Altitude;Lien sur la carte
8531214;Pra-Perron (2ème sect.);Château-d'Oex-La Braye;;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100189;SBA.73.073.1 reiner Betriebspunkt, VP=8501372  Anlagen sind seit mehreren Jahren ausser Betrieb aber nicht zurückgebaut. Eine Übernahme der Anlagen mit anschliessender Wiederaufnahme des Betriebs beider Anlagen ist derzeit im Gang. Wann der Betrieb wieder aufgenommen werden kann, ist jedoch noch nicht klar. Wird der Betrieb bis 31. Dezember 2024 nicht wiederaufgenommen, werden wir den Rückbau dieser beiden Seilbahnanlagen verfügen.;2577243;1145627;1216;46.461584081191425, 7.142402484575175
8594263;Chavannes-de-Bogis, poste;Transports Publics de la Région Nyonnaise;BUS;VD;Chavannes-de-Bogis;5707;Chavannes-de-Bogis;ch:1:sboid:100540;;2501902.829;1133674.571;477.9;46.34727130512804, 6.164301358121526
8579319;Chavannes-de-Bogis, douane;Transports Publics de la Région Nyonnaise;BUS;VD;Chavannes-de-Bogis;5707;Chavannes-de-Bogis;ch:1:sboid:100540;;2501030.446;1133501.352;467.6;46.34558508764741, 6.153007514393238
8595239;Chavannes-de-Bogis,La Sallivaz;Transports Publics de la Région Nyonnaise;BUS;VD;Chavannes-de-Bogis;5707;Chavannes-de-Bogis;ch:1:sboid:100540;;2501466.809;1133211.273;472.5;46.34304026599855, 6.1587365067886966
8579317;Chavannes-de-Bogis, village;Transports Publics de la Région Nyonnaise;BUS;VD;Chavannes-de-Bogis;5707;Chavannes-de-Bogis;ch:1:sboid:100540;;2501729;1133266;479;46.34357097929476, 6.162130083134939
8579318;Chavannes-de-B., centre comm.;Transports Publics de la Région Nyonnaise;BUS;VD;Chavannes-de-Bogis;5707;Chavannes-de-Bogis;ch:1:sboid:100540;(Bus) fermé le 08.12.2012, réouverture possible;2501249;1132214;471;46.334038316640495, 6.156119806560918
8588298;Chavannes-des-Bois;Transports Publics de la Région Nyonnaise;BUS;VD;Chavannes-des-Bois;5708;Chavannes-des-Bois;ch:1:sboid:100540;;2499419;1130099;468;46.31474322398248, 6.132814912372972
8504987;Chavannes-le-Chêne, Hôtel;PostAuto AG;BUS;VD;Chavannes-le-Chêne;5907;Chavannes-le-Chêne;ch:1:sboid:100602;;2549542;1180828;659;46.776707097602944, 6.777951117279361
8570135;Chavannes-le-Veyron, St-Denis;Automobiles MBC;BUS;VD;Chavannes-le-Veyron;5475;Chavannes-le-Veyron;ch:1:sboid:100566;;2524925;1162250;572;46.60727826259263, 6.458693637370935
8570136;Chavannes-le-Veyron, croisée;Automobiles MBC;BUS;VD;Chavannes-le-Veyron;5475;Chavannes-le-Veyron;ch:1:sboid:100566;;2524267.267;1162486.664;611.5;46.60933267204505, 6.450070248407399
8507227;Chavannes-R., Cèdres;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533580;1153574;404;46.53015536077546, 6.5729082905317595
8593866;Chavannes-R., Préfaully;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2534059;1153950;409;46.53358495932188, 6.579097384192819
8593869;Chavannes-R., Glycines;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533869;1154252;416;46.536282678931194, 6.576577599853879
8593867;Chavannes-R., Plaine;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533535.1;1153397.8;398;46.52856596753229, 6.5723485052124655
8512025;Chavannes-R., Plaine/collège;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533454.711;1153127.158;396.1;46.52612352930865, 6.571339873536613
8512033;Chavannes-R., Hôtel de Ville;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533928.592;1153897.984;408.3;46.53310418593937, 6.577405100964074
8593868;Chavannes-R., Concorde;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533691;1153816;405;46.5323431904716, 6.574320159721632
8501216;Ecublens (VD) VD, Cerisaie;Transports Publics de la Région Lausannoise sa;BUS|METRO;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533089;1153312;396;46.52774965708211, 6.566547049552765
8510422;Chavannes-R., Talluchet;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2534386.711;1153398.279;404;46.52865446727222, 6.583447296605436
8501211;Chavannes-R., UNIL-Chamberonne;Transports Publics de la Région Lausannoise sa;METRO;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2534478;1152904;388;46.52421736051204, 6.584707286509311
8595602;Chavannes-R., Dorigny;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2534420.247;1153186.975;393;46.52675707132441, 6.583914420551607
8591933;Chavannes-R., Planta;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533594;1154023;410;46.5341955280614, 6.573026073100299
8594986;Chavannes-R., Berges;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533735;1153276;395;46.527490230863265, 6.574971260323647
8501217;Chavannes-R., Crochy;Transports Publics de la Région Lausannoise sa;METRO;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533358;1153861;403;46.53271482596744, 6.569973444786963
8501212;Chavannes-R., UNIL-Mouline;Transports Publics de la Région Lausannoise sa;METRO;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2534033;1152995;385;46.524992115589, 6.578895151801527
8511875;Renens VD, gare/Epenex;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2533963.986;1154361.007;416.2;46.5372726013495, 6.577800091677204
8512032;Chavannes-R., Blancherie;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2534041.53;1153756.534;403.9;46.53184300115742, 6.578897365363326
8594987;Chavannes-R., Mouline;Transports Publics de la Région Lausannoise sa;BUS;VD;Chavannes-près-Renens;5627;Chavannes-près-Renens;ch:1:sboid:100122;;2534069;1153126;401;46.52617402195309, 6.579345568474897
8577649;Chavannes-sur-Moudon, La Puçaz;PostAuto AG;BUS;VD;Chavannes-sur-Moudon;5665;Chavannes-sur-Moudon;ch:1:sboid:100602;;2552796;1167911;727;46.66075537875841, 6.821888813862646
8577650;Chavannes-sur-Moudon, village;PostAuto AG;BUS;VD;Chavannes-sur-Moudon;5665;Chavannes-sur-Moudon;ch:1:sboid:100602;;2551792;1167562;686;46.65754413646474, 6.808808193217393
8577648;Chavannes-sur-Moudon, Burinaux;PostAuto AG;BUS;VD;Chavannes-sur-Moudon;5665;Chavannes-sur-Moudon;ch:1:sboid:100602;;2553363;1168599;711;46.666984045746105, 6.829226732117346
8504903;Chavannes-sur-Moudon, La Croix;PostAuto AG;BUS;VD;Chavannes-sur-Moudon;5665;Chavannes-sur-Moudon;ch:1:sboid:100602;;2551212;1166853;617;46.65112429739561, 6.801306331410796
8501111;Essert-Pittet;Schweizerische Bundesbahnen SBB;TRAIN;VD;Chavornay;5749;Essert-Pittet;ch:1:sboid:100001;;2534414.919;1175523.475;438.19;46.72767332068426, 6.580655818453199
8507443;Chavornay-Industrie;Transports Vallée de Joux-Yverdon-Ste-Croix;;VD;Chavornay;5749;Chavornay;ch:1:sboid:100074;;2532776;1173947;439;46.71332956913597, 6.559448846228569
8511085;Essert-Pittet, gare;PostAuto AG;BUS;VD;Chavornay;5749;Essert-Pittet;ch:1:sboid:100602;;2534430;1175521;440;46.727652544247235, 6.580853446134709
8570200;Chavornay, gare;PostAuto AG;BUS;VD;Chavornay;5749;Chavornay;ch:1:sboid:100602;;2533422;1173584;448;46.710129333411096, 6.567949622401504
8510402;Chavornay, route de Corcelles;PostAuto AG;BUS;VD;Chavornay;5749;Chavornay;ch:1:sboid:100602;;2534052;1173260;473;46.70727768041499, 6.576234560228073
8570198;Corcelles-sur-Chav., village;PostAuto AG;BUS;VD;Chavornay;5749;Corcelles-sur-Chavornay;ch:1:sboid:100602;;2535927;1172892;562;46.70415062040496, 6.600803524727558
8570197;Corcelles-sur-Chav., Longeraie;PostAuto AG;BUS;VD;Chavornay;5749;Corcelles-sur-Chavornay;ch:1:sboid:100602;;2536289;1172819;589;46.703528725923675, 6.6055469159996365
8515317;Chavornay Sud (bif);Schweizerische Bundesbahnen SBB;;VD;Chavornay;5749;Chavornay;ch:1:sboid:100001;(Zug);2533413.912;1173441.436;447.164;46.70884617310625, 6.567864586909136
8570196;Corcelles-sur-Chav., Tuilerie;PostAuto AG;BUS;VD;Chavornay;5749;Corcelles-sur-Chavornay;ch:1:sboid:100602;;2537238;1172186;605;46.69792503272467, 6.618041925326509
8501112;Chavornay;Schweizerische Bundesbahnen SBB;TRAIN;VD;Chavornay;5749;Chavornay;ch:1:sboid:100001;;2533438.279;1173578.838;447.09;46.71008452939175, 6.568163247022746
8570199;Corcelles-sur-Chav., rte Chav.;PostAuto AG;BUS;VD;Chavornay;5749;Corcelles-sur-Chavornay;ch:1:sboid:100602;;2535791;1172775;557;46.703085108207034, 6.599041694658889
8504988;Chêne-Pâquier, anc. poste;PostAuto AG;BUS;VD;Chêne-Pâquier;5908;Chêne-Pâquier;ch:1:sboid:100602;;2548841;1180142;670;46.77048289169374, 6.768849684838176
8570392;Chêne-Pâquier, La Cure;PostAuto AG;BUS;VD;Chêne-Pâquier;5908;Chêne-Pâquier;ch:1:sboid:100602;;2548492;1180189;637;46.77087871202045, 6.764275418255633
8570391;Chêne-Pâquier, En Braye;PostAuto AG;BUS;VD;Chêne-Pâquier;5908;Chêne-Pâquier;ch:1:sboid:100602;;2549587;1179575;683;46.76543966254719, 6.778678603458855
8504458;Cheseaux-N., gymnase d'Yverdon;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Cheseaux-Noréaz;5909;Cheseaux-Noréaz;ch:1:sboid:100694;;2541149;1181308.001;488;46.780334676829334, 6.668000021151687
8511679;Cheseaux-Noréaz, Le Pré;PostAuto AG;BUS;VD;Cheseaux-Noréaz;5909;Cheseaux-Noréaz;ch:1:sboid:100602;;2541576.549;1181597.368;560.4;46.78297523963167, 6.67356126196118
8501169;Cheseaux;Lausanne-Echallens-Bercher;TRAIN;VD;Cheseaux-sur-Lausanne;5582;Cheseaux-sur-Lausanne;ch:1:sboid:100036;;2536179.726;1159570.747;605.2;46.584349999896595, 6.605959999906374
8510738;Les Ripes, gare;Transports Publics de la Région Lausannoise sa;BUS;VD;Cheseaux-sur-Lausanne;5582;Cheseaux-sur-Lausanne;ch:1:sboid:100122;;2536270.156;1160312.153;617;46.591027636090324, 6.6070370560087035
8577645;Cheseaux-sur-L., Martheray;Transports Publics de la Région Lausannoise sa;BUS;VD;Cheseaux-sur-Lausanne;5582;Cheseaux-sur-Lausanne;ch:1:sboid:100122;;2535497;1159275;595;46.58162409364906, 6.597094448476301
8570064;Cheseaux-sur-L., Pâquis;PostAuto AG;BUS;VD;Cheseaux-sur-Lausanne;5582;Cheseaux-sur-Lausanne;ch:1:sboid:100602;;2536016;1159852;604;46.58686420689887, 6.603784870454417
8595147;Cheseaux-sur-L., Châtelard;Transports Publics de la Région Lausannoise sa;BUS;VD;Cheseaux-sur-Lausanne;5582;Cheseaux-sur-Lausanne;ch:1:sboid:100122;;2535123;1158887;578;46.57809776024438, 6.592270104907647
8570063;Cheseaux-sur-L., gare;PostAuto AG;BUS;VD;Cheseaux-sur-Lausanne;5582;Cheseaux-sur-Lausanne;ch:1:sboid:100602;;2536115;1159551;603;46.58416618069625, 6.605118309508782
8580603;Chéserex, Au Courtillet;Transports Publics de la Région Nyonnaise;BUS;VD;Chéserex;5709;Chéserex;ch:1:sboid:100540;;2502675;1139450;532;46.399330722475746, 6.173118757968279
8570006;Chéserex, A l'Oche;Transports Publics de la Région Nyonnaise;BUS;VD;Chéserex;5709;Chéserex;ch:1:sboid:100540;;2502851.757;1139562.075;527.6;46.40036443929461, 6.175393252072154
8501966;Chéserex, poste;Transports Publics de la Région Nyonnaise;BUS;VD;Chéserex;5709;Chéserex;ch:1:sboid:100540;;2502556.45;1139563.989;533.9;46.40033875960403, 6.171553540352913
8570590;Chessel, village;PostAuto AG;BUS;VD;Chessel;5403;Chessel;ch:1:sboid:100602;bis 2018: Chessel, poste;2558041;1133295;380;46.349722641900115, 6.893565312042277
8570589;Chessel, Grand-Bois;PostAuto AG;BUS;VD;Chessel;5403;Chessel;ch:1:sboid:100602;;2558514;1133952;380;46.355662095070485, 6.899650949807908
8595610;Chevilly, Fontaines;Automobiles MBC;BUS;VD;Chevilly;5476;Chevilly;ch:1:sboid:100566;;2526489;1166133;577;46.642379510122694, 6.478485002905539
8504563;Chevroux;Lacs de Neuchâtel et Morat;BOAT;VD;Chevroux;5813;Chevroux;ch:1:sboid:100148;;2558702;1194435;430;46.89973593112839, 6.8966518513747825
8583485;Chevroux, La Motte;PostAuto AG;BUS;VD;Chevroux;5813;Chevroux;ch:1:sboid:100602;;2559729;1193135;466;46.88810554206082, 6.910244632542726
8570416;Chevroux, port;PostAuto AG;BUS;VD;Chevroux;5813;Chevroux;ch:1:sboid:100602;;2559226;1193448;434;46.890890255573815, 6.903616986340332
8570415;Chevroux, village;PostAuto AG;BUS;VD;Chevroux;5813;Chevroux;ch:1:sboid:100602;;2559393;1193144;453;46.888166007047815, 6.905835365916997
8505039;Chevroux, Eglise;PostAuto AG;BUS;VD;Chevroux;5813;Chevroux;ch:1:sboid:100602;;2559474;1193088;456;46.887667239055496, 6.906903113617769
8570565;Chexbres, Les Pergolas;PostAuto AG;BUS;VD;Chexbres;5601;Chexbres;ch:1:sboid:100602;;2548965;1148347;595;46.484489907278906, 6.774006732933673
8504013;Chexbres-Village;Schweizerische Bundesbahnen SBB;TRAIN;VD;Chexbres;5601;Chexbres;ch:1:sboid:100001;;2549309.699;1147962.476;559.646;46.48105723603592, 6.778537790555145
8570564;Chexbres-Village, gare;PostAuto AG;BUS;VD;Chexbres;5601;Chexbres;ch:1:sboid:100602;;2549329;1147975;555;46.481171356698965, 6.778787746989401
8501757;Chexbres, poste;PostAuto AG;BUS;VD;Chexbres;5601;Chexbres;ch:1:sboid:100602;;2549151;1148067;579;46.48198540430548, 6.77645975500724
8510994;Chigny, village;Automobiles MBC;BUS;VD;Chigny;5628;Chigny;ch:1:sboid:100566;;2526190.917;1152538.917;447;46.52006930389871, 6.476772356482542
8501081;Chigny;Transports de la région Morges-Bière-Cossonay;TRAIN;VD;Chigny;5628;Chigny;ch:1:sboid:100012;;2525838.357;1152093.079;432.5;46.51601999349658, 6.472250001212633
8570076;Clarmont, village;Automobiles MBC;BUS;VD;Clarmont;5629;Clarmont;ch:1:sboid:100566;;2524171;1155546;527;46.54689147354841, 6.4499572751531495
8570011;Coinsins, Les Vettanes;PostAuto AG;BUS;VD;Coinsins;5710;Coinsins;ch:1:sboid:100602;;2508123;1142528;478;46.427785533817, 6.243337565671632
8501296;Coinsins, Auberge;PostAuto AG;BUS;VD;Coinsins;5710;Coinsins;ch:1:sboid:100602;;2507498;1142149;475;46.424290521211326, 6.235283425181369
8587581;Commugny, Monthoux;Transports Publics de la Région Nyonnaise;BUS;VD;Commugny;5711;Commugny;ch:1:sboid:100540;;2502560;1130896;428;46.322375388536194, 6.173419799261759
8512304;Commugny, Pins/centre comm.;Transports Publics de la Région Nyonnaise;BUS;VD;Commugny;5711;Commugny;ch:1:sboid:100540;;2501316;1131792;464.9;46.33025252954004, 6.15707945668391
8587575;Commugny, centre;Transports Publics de la Région Nyonnaise;BUS;VD;Commugny;5711;Commugny;ch:1:sboid:100540;;2502700;1130400;415;46.31793445804558, 6.175341178795124
8504203;Concise;Schweizerische Bundesbahnen SBB;TRAIN;VD;Concise;5554;Concise;ch:1:sboid:100001;;2545432.736;1189110.287;429.5;46.85088154377158, 6.723157409168141
8507656;Concise, Les Biolles;PostAuto AG;BUS;VD;Concise;5554;Concise;ch:1:sboid:100602;;2545889;1191620;684;46.873493584921654, 6.7288412389032235
8573440;Concise, Camp de Vaumarcus;PostAuto AG;BUS;VD;Concise;5554;Concise;ch:1:sboid:100602;;2547627;1191179;479;46.869666263786904, 6.7516887437467465
8504556;Concise (bateau);Lacs de Neuchâtel et Morat;BOAT;VD;Concise;5554;Concise;ch:1:sboid:100148;;2545237.256;1188748.012;431;46.847606804747905, 6.720638006887824
8570282;Concise, Prise-Gaulaz;PostAuto AG;BUS;VD;Concise;5554;Concise;ch:1:sboid:100602;;2545913;1190392;579;46.86244977544945, 6.729301961473859
8581625;Concise, La Raisse;PostAuto AG;BUS;VD;Concise;5554;Concise;ch:1:sboid:100602;;2547431;1190580;457;46.8642627940679, 6.749187244187812
8515758;La Lance (diag);Schweizerische Bundesbahnen SBB;;VD;Concise;5554;Concise;ch:1:sboid:100001;(Zug);2546828.794;1190060.14;437.546;46.859538709811005, 6.741350395801742
8570283;Concise, Platet-Christine;PostAuto AG;BUS;VD;Concise;5554;Concise;ch:1:sboid:100602;;2546057;1191323;645;46.87083577166307, 6.731080036571241
8583309;Concise, village;PostAuto AG;BUS;VD;Concise;5554;Concise;ch:1:sboid:100602;;2545179;1189211;445;46.85176654654877, 6.719818529548706
8570281;Concise, haut du village;PostAuto AG;BUS;VD;Concise;5554;Concise;ch:1:sboid:100602;;2545196;1189812;491;46.85717390422557, 6.719969095736718
8570280;Concise, Bas-du-Pavé;PostAuto AG;BUS;VD;Concise;5554;Concise;ch:1:sboid:100602;;2545131;1189565;468;46.85494678718092, 6.719146536507618
8501316;Coppet (lac);CGN SA;BOAT;VD;Coppet;5712;Coppet;ch:1:sboid:100143;;2504046.738;1130051.019;374;46.3149895466107, 6.1928957433092116
8587576;Coppet, Les Rojalets;Transports Publics de la Région Nyonnaise;BUS;VD;Coppet;5712;Coppet;ch:1:sboid:100540;;2503700;1130900;404;46.3225760070007, 6.188218945596087
8588669;Coppet, route du Jura;Transports Publics de la Région Nyonnaise;BUS;VD;Coppet;5712;Coppet;ch:1:sboid:100540;;2503577.59;1131236.504;409.3;46.32558509767003, 6.186559929142336
8587577;Coppet, gare;Transports Publics de la Région Nyonnaise;BUS;VD;Coppet;5712;Coppet;ch:1:sboid:100540;;2503685.866;1130302.351;393.6;46.31719843299809, 6.188159309527355
8595171;Coppet, chemin des Rannaux;Transports Publics de la Région Nyonnaise;BUS;VD;Coppet;5712;Coppet;ch:1:sboid:100540;;2503358.693;1131346.943;417.2;46.32654693868448, 6.183694977533398
8595172;Coppet, Les Marais;Transports Publics de la Région Nyonnaise;BUS;VD;Coppet;5712;Coppet;ch:1:sboid:100540;;2503022.523;1131606.263;422.9;46.328830864755524, 6.179276227942977
8501023;Coppet;Schweizerische Bundesbahnen SBB;TRAIN;VD;Coppet;5712;Coppet;ch:1:sboid:100001;;2503660.649;1130324.449;393.654;46.31739357074577, 6.187827380950365
8595173;Coppet, route de Tannay;Transports Publics de la Région Nyonnaise;BUS;VD;Coppet;5712;Coppet;ch:1:sboid:100540;;2503399.677;1130016.208;400;46.31458357245246, 6.184503698809015
8580398;Corbeyrier, Café de Luan;Transports Publics du Chablais (Bus);BUS;VD;Corbeyrier;5404;Corbeyrier;ch:1:sboid:100617;;2564504;1134391;1225;46.35995545137497, 6.977438290049358
8582430;Corbeyrier, Luan;Transports Publics du Chablais (Bus);BUS;VD;Corbeyrier;5404;Corbeyrier;ch:1:sboid:100617;;2564234;1134163;1188;46.35789011331809, 6.973947818906307
8583404;Corbeyrier, place Champillon;Transports Publics du Chablais (Bus);BUS;VD;Corbeyrier;5404;Corbeyrier;ch:1:sboid:100617;;2562857;1132359;782;46.341587330458445, 6.956201901224377
8583765;Corbeyrier, En Saconnex;Transports Publics du Chablais (Bus);BUS;VD;Corbeyrier;5404;Corbeyrier;ch:1:sboid:100617;;2563367;1132749;830;46.34512365183934, 6.962795193879262
8570606;Corbeyrier, Vers la Doey;Transports Publics du Chablais (Bus);BUS;VD;Corbeyrier;5404;Corbeyrier;ch:1:sboid:100617;;2563246;1133504;980;46.35190859287402, 6.96116364683682
8570605;Corbeyrier, Vers-la-Crête;Transports Publics du Chablais (Bus);BUS;VD;Corbeyrier;5404;Corbeyrier;ch:1:sboid:100617;;2563315;1132906;879;46.34653309220635, 6.962107331587967
8501759;Corbeyrier, poste;Transports Publics du Chablais (Bus);BUS;VD;Corbeyrier;5404;Corbeyrier;ch:1:sboid:100617;;2563191;1133134;911;46.34857725187912, 6.960478521266446
8504661;Corbeyrier, Vers-Cort;Transports Publics du Chablais (Bus);BUS;VD;Corbeyrier;5404;Corbeyrier;ch:1:sboid:100617;;2563194;1132514;759;46.343000232734354, 6.960566700291549
8570430;Corcelles-le-Jorat, Le Torel;PostAuto AG;BUS;VD;Corcelles-le-Jorat;5785;Corcelles-le-Jorat;ch:1:sboid:100602;;2546660;1161442;786;46.60210248060606, 6.742473748126652
8570431;Corcelles-le-Jorat, village;PostAuto AG;BUS;VD;Corcelles-le-Jorat;5785;Corcelles-le-Jorat;ch:1:sboid:100602;;2546649;1161925;779;46.60644628188937, 6.742274125111316
8570432;Corcelles-le-Jt, Champ-la-Dame;PostAuto AG;BUS;VD;Corcelles-le-Jorat;5785;Corcelles-le-Jorat;ch:1:sboid:100602;;2546746;1162523;766;46.61183316323615, 6.743470852238135
8507664;Corcelles-près-Concise,village;PostAuto AG;BUS;VD;Corcelles-près-Concise;5555;Corcelles-près-Concise;ch:1:sboid:100602;;2544374;1188713;461;46.84722011032607, 6.7093247534799225
8510142;Corcelles-Nord, gare;Service d'automobiles TPF;BUS;VD;Corcelles-près-Payerne;5816;Corcelles-près-Payerne;ch:1:sboid:100633;;2563563;1187235;448.3;46.83525603623571, 6.961021083246317
8504039;Bossy Bois (embr);Schweizerische Bundesbahnen SBB;;VD;Corcelles-près-Payerne;5816;Corcelles-près-Payerne;ch:1:sboid:100001;(Zug);2563515.463;1186466.156;454.286;46.82833754061834, 6.960459573091767
8504135;Corcelles-Sud;Schweizerische Bundesbahnen SBB;TRAIN;VD;Corcelles-près-Payerne;5816;Corcelles-près-Payerne;ch:1:sboid:100001;;2563266.514;1186524.361;451.88;46.828847373303596, 6.957192176936627
8504123;Corcelles-Nord;Schweizerische Bundesbahnen SBB;TRAIN;VD;Corcelles-près-Payerne;5816;Corcelles-près-Payerne;ch:1:sboid:100001;;2563507.572;1187236.014;448.16;46.835262111706534, 6.96029447415191
