Commune;Total logements vacants;;;;;;;Logements vacants à vendre;;;;;;;Maisons individuelles vacantes;;;;;;;Logements vacants récents;;;;;;;#VALEUR!
Ormont-Dessus;31;-;1;4;9;4;13;24;-;-;1;6;4;13;19;-;-;1;5;1;12;1;-;-;-;-;-;1;
Orny;4;1;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;
Oron;29;2;4;7;10;5;1;9;1;1;2;2;2;1;3;-;-;1;-;2;-;4;-;-;-;3;1;-;
Orzens;2;-;-;-;-;1;1;2;-;-;-;-;1;1;2;-;-;-;-;1;1;-;-;-;-;-;-;-;
"Ouest lausannois
(district)";202;34;38;69;33;20;8;43;-;3;9;14;9;8;21;-;-;1;3;9;8;19;2;1;9;6;1;-;
Oulens-sous-Echallens;8;-;-;-;7;-;1;7;-;-;-;6;-;1;7;-;-;-;6;-;1;5;-;-;-;5;-;-;
Pailly;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Paudex;21;3;1;5;1;2;9;12;-;-;3;-;1;8;5;-;-;-;-;-;5;-;-;-;-;-;-;-;
Payerne;32;3;11;11;7;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;5;-;-;4;1;-;-;
Penthalaz;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Penthaz;4;-;1;1;1;1;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;
Penthéréaz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Perroy;13;-;-;1;7;2;3;7;-;-;1;3;1;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;
Poliez-Pittet;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;
Pompaples;2;-;1;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;
Pomy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Prangins;28;3;5;2;5;7;6;9;-;1;-;-;3;5;13;-;-;-;2;5;6;2;-;-;-;1;1;-;
Premier;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Préverenges;8;1;1;4;1;1;-;1;-;-;-;-;1;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;
Prévonloup;5;-;-;-;1;4;-;5;-;-;-;1;4;-;-;-;-;-;-;-;-;5;-;-;-;1;4;-;
Prilly;41;2;13;14;9;3;-;13;-;1;5;7;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;
Provence;4;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Puidoux;6;-;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Pully;33;1;5;13;8;2;4;7;-;1;2;-;1;3;3;-;-;-;-;-;3;-;-;-;-;-;-;-;
Rances;1;-;-;-;-;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;
Renens (VD);37;8;6;14;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Rennaz;12;1;2;3;4;2;-;5;-;1;-;3;1;-;5;-;1;-;3;1;-;-;-;-;-;-;-;-;
Rivaz;5;-;-;1;3;-;1;2;-;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;
"Riviera-Pays-d'Enhaut
(district)";479;40;79;137;113;48;62;185;1;17;36;62;23;46;69;1;-;6;13;13;36;12;-;2;2;5;2;1;
Roche;4;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Rolle;63;7;10;15;21;9;1;12;-;2;2;4;3;1;3;-;-;-;-;2;1;7;2;-;3;2;-;-;
Romainmôtier-Envy;8;1;1;2;1;2;1;3;-;-;1;-;1;1;3;-;-;1;-;1;1;-;-;-;-;-;-;-;
Romanel-sur-Lausanne;15;-;4;2;1;4;4;6;-;-;1;1;2;2;8;-;-;1;1;3;3;6;-;-;-;-;3;3;
Romanel-sur-Morges;10;2;-;2;1;3;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;
Ropraz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Rossenges;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Rossinière;6;-;-;-;-;-;6;6;-;-;-;-;-;6;6;-;-;-;-;-;6;-;-;-;-;-;-;-;
Rougemont;14;-;-;2;7;3;2;14;-;-;2;7;3;2;5;-;-;-;2;3;-;-;-;-;-;-;-;-;
Rovray;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Rueyres;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Saint-Barthélemy (VD);5;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;
Saint-Cergue;143;29;34;39;26;9;6;22;3;4;5;6;2;2;11;-;-;4;3;2;2;4;-;-;1;3;-;-;
Sainte-Croix;43;6;12;12;10;-;3;8;-;1;3;1;-;3;4;-;-;-;1;-;3;-;-;-;-;-;-;-;
Saint-George;19;2;3;4;5;5;-;3;-;-;-;1;2;-;6;-;-;-;1;5;-;-;-;-;-;-;-;-;
Saint-Livres;8;1;1;2;1;2;1;6;-;1;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Saint-Oyens;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Saint-Prex;12;1;3;6;1;1;-;3;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Saint-Sulpice (VD);18;1;3;9;1;4;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Saubraz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Savigny;10;3;1;1;2;2;1;4;-;-;-;1;2;1;4;-;-;-;1;2;1;5;3;1;-;-;1;-;
Senarclens;6;-;3;-;2;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;
Sergey;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Servion;21;2;6;5;1;2;5;3;-;-;-;1;-;2;7;-;1;-;1;-;5;-;-;-;-;-;-;-;
Signy-Avenex;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Source: OFS/StatVD (statistique annuelle des logements vacants);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"St-Saphorin
(Lavaux)";13;1;1;4;6;1;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;#VALEUR!
Suchy;4;-;-;1;-;1;2;3;-;-;-;-;1;2;3;-;-;-;-;1;2;-;-;-;-;-;-;-;
Sullens;10;1;3;2;3;1;-;2;-;-;-;1;1;-;2;-;-;-;1;1;-;1;-;-;-;1;-;-;
Suscévaz;2;-;-;1;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;2;-;-;1;-;1;-;
Syens;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Tannay;12;-;1;-;3;3;5;8;-;-;-;2;3;3;9;-;-;-;2;3;4;4;-;-;-;3;-;1;
Tartegnin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Tévenon;4;3;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;
Tolochenaz;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Trélex;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Trey;3;-;-;-;2;1;-;2;-;-;-;1;1;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;
Treycovagnes;5;-;-;1;-;2;2;2;-;-;-;-;2;-;3;-;-;-;-;1;2;-;-;-;-;-;-;-;
Treytorrens;2;-;-;-;1;-;1;2;-;-;-;1;-;1;2;-;-;-;1;-;1;-;-;-;-;-;-;-;
Ursins;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Valbroye;16;-;-;4;3;6;3;13;-;-;3;2;5;3;9;-;-;2;1;3;3;-;-;-;-;-;-;-;
Valeyres-sous-Montagny;2;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Valeyres-sous-Rances;2;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;
Valeyres-sous-Ursins;3;-;-;-;-;2;1;2;-;-;-;-;1;1;2;-;-;-;-;1;1;-;-;-;-;-;-;-;
Vallorbe;56;3;9;20;18;5;1;7;-;2;1;2;2;-;2;-;-;-;2;-;-;19;-;4;6;7;2;-;
Vaulion;11;2;1;1;-;2;5;3;-;-;-;-;-;3;3;-;-;-;-;-;3;-;-;-;-;-;-;-;
Vaux-sur-Morges;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Vevey;88;14;24;29;14;3;4;3;-;-;1;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;
Veytaux;20;-;6;4;6;2;2;14;-;3;2;5;2;2;3;-;-;-;1;1;1;5;-;2;1;2;-;-;
Vich;2;-;-;-;1;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;
Villars-Epeney;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Villars-le-Comte;1;-;-;-;-;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;
Villars-le-Terroir;3;-;-;-;-;1;2;1;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;
Villars-Sainte-Croix;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Villars-sous-Yens;2;-;-;1;-;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;
Villarzel;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Villeneuve;59;11;13;15;11;7;2;15;-;3;4;4;3;1;12;-;-;3;3;4;2;2;-;-;-;-;2;-;
Vinzel;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Vuarrens;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Vucherens;13;2;2;2;2;4;1;2;-;-;-;1;1;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;
Vufflens-la-Ville;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Vufflens-le-Château;10;2;-;2;-;2;4;-;-;-;-;-;-;-;4;-;-;-;-;-;4;1;-;-;1;-;-;-;
Vugelles-La Mothe;7;-;-;2;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Vuiteboeuf;7;-;3;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Vulliens;3;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Vullierens;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Vully-les-Lacs;79;1;6;21;27;17;7;11;-;1;2;4;2;2;45;-;-;12;16;12;5;14;-;1;5;3;5;-;
Yens;10;1;-;3;1;1;4;4;-;-;1;1;1;1;3;-;-;-;-;-;3;-;-;-;-;-;-;-;
Yverdon-les-Bains;68;4;12;30;19;2;1;14;-;-;5;6;2;1;-;-;-;-;-;-;-;13;-;-;4;6;2;1;
Yvonand;15;4;1;1;4;2;3;5;-;-;-;1;1;3;8;1;-;-;3;1;3;-;-;-;-;-;-;-;
Yvorne;20;2;2;4;4;4;4;3;-;-;-;-;-;3;5;-;-;1;-;1;3;-;-;-;-;-;-;-;
